source,event_time_raw,event_time_utc,event_time_epoch_ms,incident_type,location
police,09/02/2026 23:06,2026-09-03T03:06:00Z,1788404760000,STOP,MADISON AVE SE / ALGER ST SE
police,09/02/2026 23:15,2026-09-03T03:15:00Z,1788405300000,STOP,300 MONROE AVE NW
police,09/02/2026 23:19,2026-09-03T03:19:00Z,1788405540000,DOMA,1300 CASS AVE SE
police,09/02/2026 23:20,2026-09-03T03:20:00Z,1788405600000,STOP,WATSON ST SW / STRAIGHT AVE SW
police,09/02/2026 23:22,2026-09-03T03:22:00Z,1788405720000,STOP,WATSON ST SW / STRAIGHT AVE SW
police,09/02/2026 23:25,2026-09-03T03:25:00Z,1788405900000,DOMA,600 MILWAUKEE AVE NW
police,09/02/2026 23:27,2026-09-03T03:27:00Z,1788406020000,BURGC,2100 BATCHAWANA ST SE
police,09/02/2026 23:28,2026-09-03T03:28:00Z,1788406080000,NOISE,900 PASTICHE DR SE
fire,09/02/2026 23:38,2026-09-03T03:38:00Z,1788406680000,MED2,200 W FULTON ST
police,09/02/2026 23:39,2026-09-03T03:39:00Z,1788406740000,STOP,HENRY AVE SE / WORDEN ST SE
police,09/02/2026 23:42,2026-09-03T03:42:00Z,1788406920000,STOP,S DIVISION AVE / ROSE ST SW
police,09/02/2026 23:43,2026-09-03T03:43:00Z,1788406980000,SUSPICIOUS,300 S DIVISION AVE
fire,09/02/2026 23:46,2026-09-03T03:46:00Z,1788407160000,MED2,4000 WHISPERING WAY SE
police,09/02/2026 23:49,2026-09-03T03:49:00Z,1788407340000,TRES,0 WILLIAMS ST SW
police,09/02/2026 23:51,2026-09-03T03:51:00Z,1788407460000,NOISE,0 ANTOINE ST SW
police,09/02/2026 23:51,2026-09-03T03:51:00Z,1788407460000,STOP,CARRIER ST NE / LAFAYETTE AVE NE
police,09/03/2026 00:01,2026-09-03T04:01:00Z,1788408060000,STOP,EASTERN AVE SE / GRISWOLD ST SE
police,09/03/2026 00:03,2026-09-03T04:03:00Z,1788408180000,STOP,0 WILLIAMS ST SW
police,09/03/2026 00:11,2026-09-03T04:11:00Z,1788408660000,HARASS,300 SHELDON AVE SE
fire,09/03/2026 00:13,2026-09-03T04:13:00Z,1788408780000,MED1,0 LEXINGTON AVE NW
police,09/03/2026 00:13,2026-09-03T04:13:00Z,1788408780000,STOP,PHILADELPHIA AVE SE / BURTON ST SE
fire,09/03/2026 00:16,2026-09-03T04:16:00Z,1788408960000,FIREALARM,300 FRONT AVE SW
police,09/03/2026 00:21,2026-09-03T04:21:00Z,1788409260000,ASSIST,PLAINFIELD AVE NE / CALEDONIA ST NE
police,09/03/2026 00:26,2026-09-03T04:26:00Z,1788409560000,STOP,600 KIRTLAND ST SW
police,09/03/2026 00:28,2026-09-03T04:28:00Z,1788409680000,STOP,1000 SHELDON AVE SE
police,09/03/2026 00:29,2026-09-03T04:29:00Z,1788409740000,STOP,LAFAYETTE AVE NE / QUIMBY ST NE
police,09/03/2026 00:30,2026-09-03T04:30:00Z,1788409800000,STOP,400 28TH ST SE
police,09/03/2026 00:30,2026-09-03T04:30:00Z,1788409800000,STOP,EASTERN AVE SE / WELLINGTON AVE SE
police,09/03/2026 00:31,2026-09-03T04:31:00Z,1788409860000,DOM,3200 PLAZA DR NE
police,09/03/2026 00:31,2026-09-03T04:31:00Z,1788409860000,STOP,ADAMS ST SE / BENJAMIN AVE SE
fire,09/03/2026 00:38,2026-09-03T04:38:00Z,1788410280000,INVEST,1800 NELSON AVE SE
police,09/03/2026 00:42,2026-09-03T04:42:00Z,1788410520000,STOP,MARSHALL AVE SE / TEMPLE ST SE
police,09/03/2026 00:44,2026-09-03T04:44:00Z,1788410640000,STOP,GRIGGS ST SE / FRANCIS AVE SE
police,09/03/2026 00:47,2026-09-03T04:47:00Z,1788410820000,DISO,100 SHELDON AVE SE
police,09/03/2026 00:54,2026-09-03T04:54:00Z,1788411240000,STOP,S DIVISION AVE / LOGAN ST SE
police,09/03/2026 01:00,2026-09-03T05:00:00Z,1788411600000,STOP,WEALTHY ST SE / LA GRAVE AVE SE
police,09/03/2026 01:15,2026-09-03T05:15:00Z,1788412500000,911U,700 LAKE MICHIGAN DR NW
fire,09/03/2026 01:22,2026-09-03T05:22:00Z,1788412920000,MED1,GOODRICH ST SW / S DIVISION AVE
police,09/03/2026 01:22,2026-09-03T05:22:00Z,1788412920000,SUICIDETH,1100 VETO ST NW
police,09/03/2026 01:37,2026-09-03T05:37:00Z,1788413820000,STOP,MAUDE AVE NE / SPENCER ST NE
police,09/03/2026 01:40,2026-09-03T05:40:00Z,1788414000000,STOP,700 MICHIGAN ST NE
police,09/03/2026 01:42,2026-09-03T05:42:00Z,1788414120000,CHILD,3900 STAHL DR SE
police,09/03/2026 01:42,2026-09-03T05:42:00Z,1788414120000,STOP,CANTON ST SW / S DIVISION AVE
police,09/03/2026 01:48,2026-09-03T05:48:00Z,1788414480000,STOP,CROFTON ST SE / FRANCIS AVE SE
police,09/03/2026 01:49,2026-09-03T05:49:00Z,1788414540000,STOP,MICHIGAN ST NE / HOUSEMAN AVE NE
police,09/03/2026 01:52,2026-09-03T05:52:00Z,1788414720000,DISO,800 LEONARD ST NW
police,09/03/2026 02:01,2026-09-03T06:01:00Z,1788415260000,DOM,400 HOWARD ST SE
police,09/03/2026 02:04,2026-09-03T06:04:00Z,1788415440000,SUSPICIOUS,1000 SPENCER ST NE
fire,09/03/2026 02:20,2026-09-03T06:20:00Z,1788416400000,MED1,3900 STAHL DR SE
police,09/03/2026 02:33,2026-09-03T06:33:00Z,1788417180000,STOP,S DIVISION AVE / ANTOINE ST SW
police,09/03/2026 02:34,2026-09-03T06:34:00Z,1788417240000,STOP,STRAIGHT AVE SW / BUTTERWORTH ST SW
police,09/03/2026 02:42,2026-09-03T06:42:00Z,1788417720000,STOP,COLLEGE AVE SE / MARTIN LUTHER KING JR ST SE
fire,09/03/2026 02:48,2026-09-03T06:48:00Z,1788418080000,MED2,900 PASTICHE DR SE
police,09/03/2026 02:51,2026-09-03T06:51:00Z,1788418260000,STOP,500 BRIDGE ST NW
police,09/03/2026 02:51,2026-09-03T06:51:00Z,1788418260000,STOP,600 FRONT AVE NW
police,09/03/2026 02:57,2026-09-03T06:57:00Z,1788418620000,CSC,900 MONROE AVE NW
police,09/03/2026 02:59,2026-09-03T06:59:00Z,1788418740000,STOP,MICHIGAN ST NE / FULLER AVE NE
police,09/03/2026 03:03,2026-09-03T07:03:00Z,1788418980000,ALARM,700 28TH ST SE
fire,09/03/2026 03:09,2026-09-03T07:09:00Z,1788419340000,MED1,1400 MORGAN ST NW
police,09/03/2026 03:09,2026-09-03T07:09:00Z,1788419340000,STOP,LEONARD ST NW / MONROE AVE NW
fire,09/03/2026 03:17,2026-09-03T07:17:00Z,1788419820000,MED1,FREMONT AVE NW / LEONARD ALY NW
police,09/03/2026 03:17,2026-09-03T07:17:00Z,1788419820000,ASSIST,FREMONT AVE NW / LEONARD ALY NW
police,09/03/2026 03:27,2026-09-03T07:27:00Z,1788420420000,NOISE,800 OAKHILL ST SE
police,09/03/2026 03:30,2026-09-03T07:30:00Z,1788420600000,ASSIST,200 JEFFERSON AVE SE
fire,09/03/2026 03:40,2026-09-03T07:40:00Z,1788421200000,MED2,600 COLLINDALE AVE NW
police,09/03/2026 03:40,2026-09-03T07:40:00Z,1788421200000,WELFARE,600 COLLINDALE AVE NW
police,09/03/2026 03:44,2026-09-03T07:44:00Z,1788421440000,STOP,1000 SHELDON AVE SE
police,09/03/2026 03:51,2026-09-03T07:51:00Z,1788421860000,ASLTW,GOODRICH ST SW / S DIVISION AVE
police,09/03/2026 03:57,2026-09-03T07:57:00Z,1788422220000,ALARM,2700 EAST BELTLINE AVE SE
fire,09/03/2026 04:10,2026-09-03T08:10:00Z,1788423000000,MED1,700 CROSBY ST NW
police,09/03/2026 04:30,2026-09-03T08:30:00Z,1788424200000,STOP,LAFAYETTE AVE NE / COLDBROOK ST NE
police,09/03/2026 04:43,2026-09-03T08:43:00Z,1788424980000,STOP,S DIVISION AVE / CANTON ST SW
fire,09/03/2026 04:47,2026-09-03T08:47:00Z,1788425220000,MED1,100 SHELDON AVE SE
police,09/03/2026 04:52,2026-09-03T08:52:00Z,1788425520000,ASLT,200 JEFFERSON AVE SE
fire,09/03/2026 04:59,2026-09-03T08:59:00Z,1788425940000,MED1,2300 BURTON ST SE
police,09/03/2026 05:03,2026-09-03T09:03:00Z,1788426180000,ASLT,1200 ALEXANDER ST SE
police,09/03/2026 06:02,2026-09-03T10:02:00Z,1788429720000,LARC,300 IONIA AVE SW
fire,09/03/2026 06:03,2026-09-03T10:03:00Z,1788429780000,MED1,200 COMMERCE AVE SW
fire,09/03/2026 06:16,2026-09-03T10:16:00Z,1788430560000,FIREALARM,200 HALL ST SW
police,09/03/2026 06:19,2026-09-03T10:19:00Z,1788430740000,ASSIST,US-131 NB TO I-96 EB RAMP
police,09/03/2026 06:20,2026-09-03T10:20:00Z,1788430800000,STOP,HALL ST SW / S DIVISION AVE
police,09/03/2026 06:40,2026-09-03T10:40:00Z,1788432000000,STOP,LEONARD ST NE / BURKE AVE NE
police,09/03/2026 06:41,2026-09-03T10:41:00Z,1788432060000,STOP,2300 STAFFORD AVE SW
police,09/03/2026 06:45,2026-09-03T10:45:00Z,1788432300000,TRES,0 LIBRARY ST NE
police,09/03/2026 06:55,2026-09-03T10:55:00Z,1788432900000,STOP,400 S DIVISION AVE
police,09/03/2026 06:56,2026-09-03T10:56:00Z,1788432960000,WARRANTA,500 UMATILLA ST SE
police,09/03/2026 07:00,2026-09-03T11:00:00Z,1788433200000,STOP,DIAMOND AVE NE / (SO)PAGE ST NE
police,09/03/2026 07:03,2026-09-03T11:03:00Z,1788433380000,ASLT,FINNEY AVE SW / BARTLETT ST SW
police,09/03/2026 07:12,2026-09-03T11:12:00Z,1788433920000,PD,US-131 SB AT LEONARD
police,09/03/2026 07:13,2026-09-03T11:13:00Z,1788433980000,STOP,KNAPP ST NE / DIAMOND AVE NE
police,09/03/2026 07:14,2026-09-03T11:14:00Z,1788434040000,ALARM,700 CHESTNUT ST SW
police,09/03/2026 07:15,2026-09-03T11:15:00Z,1788434100000,PD,US-131 SB SO PEARL
police,09/03/2026 07:27,2026-09-03T11:27:00Z,1788434820000,THREAT,2800 BIRCHCREST DR SE
police,09/03/2026 07:44,2026-09-03T11:44:00Z,1788435840000,ALARM,1500 CESAR E CHAVEZ AVE SW
police,09/03/2026 07:44,2026-09-03T11:44:00Z,1788435840000,STOP,SHELDON AVE SE / PLEASANT ST SE
police,09/03/2026 07:45,2026-09-03T11:45:00Z,1788435900000,STOP,BRIDGE ST NW / SEWARD AVE NW
police,09/03/2026 07:56,2026-09-03T11:56:00Z,1788436560000,PD,KALAMAZOO AVE SE / 42ND ST SE
police,09/03/2026 07:56,2026-09-03T11:56:00Z,1788436560000,STOP,WINTER AVE NW / (SO)BLUMRICH ST NW
police,09/03/2026 07:58,2026-09-03T11:58:00Z,1788436680000,ALARM,2000 S DIVISION AVE
police,09/03/2026 07:59,2026-09-03T11:59:00Z,1788436740000,THREAT,900 SIBLEY ST NW
police,09/03/2026 08:02,2026-09-03T12:02:00Z,1788436920000,STOP,DIAMOND AVE NE / (NO)SWEET ST NE
police,09/03/2026 08:07,2026-09-03T12:07:00Z,1788437220000,STOP,500 S DIVISION AVE
police,09/03/2026 08:19,2026-09-03T12:19:00Z,1788437940000,THREAT,600 LYNCH ST SW
police,09/03/2026 08:25,2026-09-03T12:25:00Z,1788438300000,STOP,BALL AVE NE / (SO)LEONARD ST NE
police,09/03/2026 08:27,2026-09-03T12:27:00Z,1788438420000,STOP,MADISON AVE SE / 28TH ST SE
police,09/03/2026 08:34,2026-09-03T12:34:00Z,1788438840000,STOP,DIAMOND AVE NE / LEONARD ST NE
police,09/03/2026 08:47,2026-09-03T12:47:00Z,1788439620000,STOP,KNAPP ST NE / (EO)CARLTON AVE NE
police,09/03/2026 08:48,2026-09-03T12:48:00Z,1788439680000,STOP,TURNER AVE NW / LEONARD ST NW
police,09/03/2026 08:50,2026-09-03T12:50:00Z,1788439800000,DOM,3800 E  NORWALK  DR SE
police,09/03/2026 08:55,2026-09-03T12:55:00Z,1788440100000,ABAND,100 KNAPP ST NE
police,09/03/2026 08:57,2026-09-03T12:57:00Z,1788440220000,THREAT,600 S DIVISION AVE
police,09/03/2026 09:06,2026-09-03T13:06:00Z,1788440760000,STOP,LAFAYETTE AVE SE / HALL ST SE
fire,09/03/2026 09:20,2026-09-03T13:20:00Z,1788441600000,MED1,200 COMMERCE AVE SW
police,09/03/2026 09:20,2026-09-03T13:20:00Z,1788441600000,STOP,800 7TH ST NW
fire,09/03/2026 09:23,2026-09-03T13:23:00Z,1788441780000,MED1,800 CHERRY ST SE
police,09/03/2026 09:23,2026-09-03T13:23:00Z,1788441780000,STOP,1500 LEWISON AVE NE
police,09/03/2026 09:26,2026-09-03T13:26:00Z,1788441960000,DISO,28TH ST SE / MADISON AVE SE
fire,09/03/2026 09:34,2026-09-03T13:34:00Z,1788442440000,INVEST,600 BATES ST SE
police,09/03/2026 09:35,2026-09-03T13:35:00Z,1788442500000,ASSIST,100 SHELDON AVE SE
police,09/03/2026 09:39,2026-09-03T13:39:00Z,1788442740000,PD,S DIVISION AVE / BURTON ST SW
police,09/03/2026 09:40,2026-09-03T13:40:00Z,1788442800000,TRES,1000 MICHIGAN ST NE
fire,09/03/2026 09:44,2026-09-03T13:44:00Z,1788443040000,MED2,1900 BRIDGE ST NW
fire,09/03/2026 09:53,2026-09-03T13:53:00Z,1788443580000,FIREALARM,0 W FULTON ST
police,09/03/2026 09:54,2026-09-03T13:54:00Z,1788443640000,ASSIST,600 BATES ST SE
fire,09/03/2026 09:57,2026-09-03T13:57:00Z,1788443820000,MED1,300 STRAIGHT AVE SW
fire,09/03/2026 10:20,2026-09-03T14:20:00Z,1788445200000,AOA,500 PROSPECT AVE SE
police,09/03/2026 10:21,2026-09-03T14:21:00Z,1788445260000,THREAT,0 SHELDON AVE SE
fire,09/03/2026 10:26,2026-09-03T14:26:00Z,1788445560000,MED2,EAST BELTLINE AVE NE / BRADFORD ST NE
police,09/03/2026 10:34,2026-09-03T14:34:00Z,1788446040000,ALARM,0 SHELDON AVE NE
fire,09/03/2026 10:40,2026-09-03T14:40:00Z,1788446400000,FIREALARM,4100 KALAMAZOO AVE SE
police,09/03/2026 10:41,2026-09-03T14:41:00Z,1788446460000,WELFARE,100 SHELDON AVE SE
police,09/03/2026 10:48,2026-09-03T14:48:00Z,1788446880000,WELFARE,3100 LAKE MICHIGAN DR NW
police,09/03/2026 10:55,2026-09-03T14:55:00Z,1788447300000,STOP,WEALTHY ST SE / LA GRAVE AVE SE
fire,09/03/2026 10:58,2026-09-03T14:58:00Z,1788447480000,MED1,1100 MICHIGAN ST NE
fire,09/03/2026 10:59,2026-09-03T14:59:00Z,1788447540000,MED0,0 MILE RD NE / FULLER AVE NE
police,09/03/2026 10:59,2026-09-03T14:59:00Z,1788447540000,PI,0 MILE RD NE / FULLER AVE NE
police,09/03/2026 10:59,2026-09-03T14:59:00Z,1788447540000,STOP,600 BRIDGE ST NW
police,09/03/2026 11:04,2026-09-03T15:04:00Z,1788447840000,STOP,BARTLETT ST SW / S DIVISION AVE
police,09/03/2026 11:09,2026-09-03T15:09:00Z,1788448140000,LARC,2000 28TH ST SE
fire,09/03/2026 11:12,2026-09-03T15:12:00Z,1788448320000,MED1,2900 MARSHALL AVE SE
police,09/03/2026 11:32,2026-09-03T15:32:00Z,1788449520000,STOP,S DIVISION AVE / GOODRICH ST SE
police,09/03/2026 11:35,2026-09-03T15:35:00Z,1788449700000,ASLT,2100 BRETON RD SE
fire,09/03/2026 11:40,2026-09-03T15:40:00Z,1788450000000,MED1,300 MICHIGAN ST NE
police,09/03/2026 11:42,2026-09-03T15:42:00Z,1788450120000,MDOP,MOUNT VERNON AVE NW / BRIDGE ST NW
fire,09/03/2026 11:43,2026-09-03T15:43:00Z,1788450180000,MED1,2900 MARSHALL AVE SE
police,09/03/2026 11:44,2026-09-03T15:44:00Z,1788450240000,STOP,JEFFERSON AVE SE / (SO)HALL ST SE
fire,09/03/2026 11:45,2026-09-03T15:45:00Z,1788450300000,FIREALARM,1000 GODFREY AVE SW
police,09/03/2026 11:48,2026-09-03T15:48:00Z,1788450480000,K9,ALPINE AVE NW / ALPINE CHURCH ST NW
police,09/03/2026 11:49,2026-09-03T15:49:00Z,1788450540000,DOMA,2200 NELSON AVE SE
police,09/03/2026 11:49,2026-09-03T15:49:00Z,1788450540000,DISO,500 MICHIGAN ST NE
fire,09/03/2026 11:53,2026-09-03T15:53:00Z,1788450780000,MED0,N DIVISION AVE / CRESCENT ST NW
police,09/03/2026 11:53,2026-09-03T15:53:00Z,1788450780000,PI,N DIVISION AVE / CRESCENT ST NW
police,09/03/2026 11:58,2026-09-03T15:58:00Z,1788451080000,DISO,0 ANDRE ST SE
police,09/03/2026 11:58,2026-09-03T15:58:00Z,1788451080000,WELFARE,100 CHERRY ST SE
police,09/03/2026 12:03,2026-09-03T16:03:00Z,1788451380000,STOP,1800 ALPINE AVE NW
fire,09/03/2026 12:13,2026-09-03T16:13:00Z,1788451980000,MED1,900 S DIVISION AVE
police,09/03/2026 12:21,2026-09-03T16:21:00Z,1788452460000,STOP,400 LEONARD ST NW
police,09/03/2026 12:21,2026-09-03T16:21:00Z,1788452460000,WARRANTP,400 LEONARD ST NW
police,09/03/2026 12:21,2026-09-03T16:21:00Z,1788452460000,STOP,HALENA ST NE / PLAINFIELD AVE NE
fire,09/03/2026 12:24,2026-09-03T16:24:00Z,1788452640000,MED1,1500 UNION AVE NE
police,09/03/2026 12:25,2026-09-03T16:25:00Z,1788452700000,ASSIST,1500 UNION AVE NE
police,09/03/2026 12:30,2026-09-03T16:30:00Z,1788453000000,DISO,200 FRONT AVE NW
police,09/03/2026 12:50,2026-09-03T16:50:00Z,1788454200000,PD,TURNER AVE NW / EDWIN ST NW
fire,09/03/2026 12:53,2026-09-03T16:53:00Z,1788454380000,MED2,2600 WOODMEADOW DR SE
police,09/03/2026 12:54,2026-09-03T16:54:00Z,1788454440000,WELFARE,200 CESAR E CHAVEZ AVE SW
fire,09/03/2026 12:57,2026-09-03T16:57:00Z,1788454620000,WIRE,ELLIOTT ST SE / MADISON AVE SE
police,09/03/2026 13:00,2026-09-03T17:00:00Z,1788454800000,ASSIST,3800 YORKLAND DR NW
police,09/03/2026 13:02,2026-09-03T17:02:00Z,1788454920000,K9,200 MARKET AVE SW
police,09/03/2026 13:04,2026-09-03T17:04:00Z,1788455040000,TRES,100 IONIA AVE SW
fire,09/03/2026 13:06,2026-09-03T17:06:00Z,1788455160000,WIRE,0 PUTNAM ST SW
police,09/03/2026 13:11,2026-09-03T17:11:00Z,1788455460000,WELFARE,COLLINDALE AVE NW / LAKE MICHIGAN DR NW
police,09/03/2026 13:22,2026-09-03T17:22:00Z,1788456120000,PD,BANNER ST SW / S DIVISION AVE
police,09/03/2026 13:25,2026-09-03T17:25:00Z,1788456300000,WELFARE,2000 MASON ST NE
police,09/03/2026 13:26,2026-09-03T17:26:00Z,1788456360000,STOP,PLAINFIELD AVE NE / KNAPP ST NE
police,09/03/2026 13:29,2026-09-03T17:29:00Z,1788456540000,STOP,S DIVISION AVE / BARTLETT ST SW
police,09/03/2026 13:33,2026-09-03T17:33:00Z,1788456780000,DISO,1200 S DIVISION AVE
police,09/03/2026 13:39,2026-09-03T17:39:00Z,1788457140000,STOP,COLDBROOK ST NE / CLANCY AVE NE
fire,09/03/2026 13:40,2026-09-03T17:40:00Z,1788457200000,MED1,4200 KALAMAZOO AVE SE
fire,09/03/2026 13:47,2026-09-03T17:47:00Z,1788457620000,MED2,TURNER AVE NW / LEONARD ST NW
fire,09/03/2026 13:48,2026-09-03T17:48:00Z,1788457680000,AOA,2100 WOODLAWN AVE SE
police,09/03/2026 13:49,2026-09-03T17:49:00Z,1788457740000,FIGHT,EASTERN AVE SE / MARTIN LUTHER KING JR ST SE
police,09/03/2026 13:50,2026-09-03T17:50:00Z,1788457800000,WPNB,I-196 EB AT FULLER
fire,09/03/2026 13:56,2026-09-03T17:56:00Z,1788458160000,FIREOTHER,1600 SCRIBNER AVE NW
police,09/03/2026 13:56,2026-09-03T17:56:00Z,1788458160000,STOP,OAKES ST SW / S DIVISION AVE
police,09/03/2026 13:59,2026-09-03T17:59:00Z,1788458340000,PD,28TH ST SE / S DIVISION AVE
police,09/03/2026 14:01,2026-09-03T18:01:00Z,1788458460000,STOP,IONIA AVE SW / WILLIAMS ST SW
police,09/03/2026 14:03,2026-09-03T18:03:00Z,1788458580000,DISO,700 PRINCE ST SE
fire,09/03/2026 14:12,2026-09-03T18:12:00Z,1788459120000,MED2,MICHIGAN ST NE / FULLER AVE NE
police,09/03/2026 14:12,2026-09-03T18:12:00Z,1788459120000,ASLTW,100 SHELDON AVE SE
fire,09/03/2026 14:15,2026-09-03T18:15:00Z,1788459300000,MED0,KALAMAZOO AVE SE / LANGLEY ST SE
police,09/03/2026 14:16,2026-09-03T18:16:00Z,1788459360000,PI,KALAMAZOO AVE SE / LANGLEY ST SE
fire,09/03/2026 14:19,2026-09-03T18:19:00Z,1788459540000,MED1,100 SHELDON AVE SE
fire,09/03/2026 14:25,2026-09-03T18:25:00Z,1788459900000,MED1,1500 FORRESTER ST SE
police,09/03/2026 14:27,2026-09-03T18:27:00Z,1788460020000,DOMA,NELAND AVE SE / BATES ST SE
police,09/03/2026 14:31,2026-09-03T18:31:00Z,1788460260000,RECKLESS,CESAR E CHAVEZ AVE SW / WILLIAMS ST SW
fire,09/03/2026 14:33,2026-09-03T18:33:00Z,1788460380000,MED1,1100 SWEET ST NE
police,09/03/2026 14:41,2026-09-03T18:41:00Z,1788460860000,OBSCENE,2000 MONROE AVE NE
fire,09/03/2026 15:00,2026-09-03T19:00:00Z,1788462000000,MED1,1700 S DIVISION AVE
fire,09/03/2026 15:05,2026-09-03T19:05:00Z,1788462300000,INVEST,0 IONIA AVE SW
police,09/03/2026 15:05,2026-09-03T19:05:00Z,1788462300000,TRANSP,100 MICHIGAN ST NE
fire,09/03/2026 15:08,2026-09-03T19:08:00Z,1788462480000,MED1,200 CONRAD ST NE
police,09/03/2026 15:08,2026-09-03T19:08:00Z,1788462480000,STOP,PINE AVE NW / WALKER AVE NW
police,09/03/2026 15:14,2026-09-03T19:14:00Z,1788462840000,911U,1900 DAWSON AVE NE
police,09/03/2026 15:18,2026-09-03T19:18:00Z,1788463080000,TRFCH,MARKET AVE SW / BARTLETT ST SW
police,09/03/2026 15:21,2026-09-03T19:21:00Z,1788463260000,THREAT,1800 BUCHANAN AVE SW
police,09/03/2026 15:21,2026-09-03T19:21:00Z,1788463260000,PD,HALL ST SW / BUCHANAN AVE SW
police,09/03/2026 15:23,2026-09-03T19:23:00Z,1788463380000,WELFARE,2100 LEONARD ST NE
police,09/03/2026 15:31,2026-09-03T19:31:00Z,1788463860000,STOP,LEONARD ST NW / QUARRY AVE NW
police,09/03/2026 15:34,2026-09-03T19:34:00Z,1788464040000,PARKING,1700 WALKER AVE NW
police,09/03/2026 15:37,2026-09-03T19:37:00Z,1788464220000,TRES,100 CHERRY ST SE
fire,09/03/2026 15:39,2026-09-03T19:39:00Z,1788464340000,MED2,100 RICHARDS AVE NW
fire,09/03/2026 15:39,2026-09-03T19:39:00Z,1788464340000,MED2,600 BRIDGE ST NW
police,09/03/2026 15:39,2026-09-03T19:39:00Z,1788464340000,ASSIST,100 RICHARDS AVE NW
police,09/03/2026 15:42,2026-09-03T19:42:00Z,1788464520000,DOM,500 NORTH AVE NE
police,09/03/2026 15:43,2026-09-03T19:43:00Z,1788464580000,PDB,500 BURTON ST SW
fire,09/03/2026 15:48,2026-09-03T19:48:00Z,1788464880000,MED1,0 WILLIAMS ST SW
fire,09/03/2026 15:55,2026-09-03T19:55:00Z,1788465300000,MED0,KALAMAZOO AVE SE / GIBSON PL SE
police,09/03/2026 15:55,2026-09-03T19:55:00Z,1788465300000,SHOOTING,800 ALEXANDER ST SE
police,09/03/2026 15:55,2026-09-03T19:55:00Z,1788465300000,SHOTS,800 ALEXANDER ST SE
police,09/03/2026 16:22,2026-09-03T20:22:00Z,1788466920000,TAC,300 1/2 S DIVISION AVE
fire,09/03/2026 16:31,2026-09-03T20:31:00Z,1788467460000,MED1,200 COMMERCE AVE SW
police,09/03/2026 16:33,2026-09-03T20:33:00Z,1788467580000,ASSIST,800 FULLER AVE NE
police,09/03/2026 16:42,2026-09-03T20:42:00Z,1788468120000,DOM,1500 LAWNCREST CT NE
police,09/03/2026 16:56,2026-09-03T20:56:00Z,1788468960000,ASSIST,US-131 SB AT SIXTH
fire,09/03/2026 16:58,2026-09-03T20:58:00Z,1788469080000,TECHRESCUE,100 BOSTWICK AVE NE
fire,09/03/2026 17:01,2026-09-03T21:01:00Z,1788469260000,MED2,CESAR E CHAVEZ AVE SW / HALL ST SW
police,09/03/2026 17:01,2026-09-03T21:01:00Z,1788469260000,UNKACC,CESAR E CHAVEZ AVE SW / HALL ST SW
fire,09/03/2026 17:04,2026-09-03T21:04:00Z,1788469440000,MED1,900 28TH ST SE
police,09/03/2026 17:04,2026-09-03T21:04:00Z,1788469440000,ASSIST,900 28TH ST SE
fire,09/03/2026 17:05,2026-09-03T21:05:00Z,1788469500000,FIRESTRUC,200 DIAMOND AVE NE
fire,09/03/2026 17:05,2026-09-03T21:05:00Z,1788469500000,MED1,2900 MARSHALL AVE SE
police,09/03/2026 17:10,2026-09-03T21:10:00Z,1788469800000,DOM,100 MONROE CENTER ST NW
police,09/03/2026 17:11,2026-09-03T21:11:00Z,1788469860000,ASSIST,2900 MARSHALL AVE SE
police,09/03/2026 17:18,2026-09-03T21:18:00Z,1788470280000,PDB,28TH ST SE / EAST BELTLINE AVE SE
police,09/03/2026 17:28,2026-09-03T21:28:00Z,1788470880000,PDB,US-131 NB SO DOWNTOWN RAMP
police,09/03/2026 17:34,2026-09-03T21:34:00Z,1788471240000,SUSPICIOUS,400 KNAPP ST NE
fire,09/03/2026 17:52,2026-09-03T21:52:00Z,1788472320000,MED2,SPENCER ST NE / HERRICK AVE NE
police,09/03/2026 17:54,2026-09-03T21:54:00Z,1788472440000,DOM,100 MARTIN LUTHER KING JR ST SW
fire,09/03/2026 17:55,2026-09-03T21:55:00Z,1788472500000,CARBON,2300 ROWLAND AVE SE
police,09/03/2026 18:08,2026-09-03T22:08:00Z,1788473280000,THREAT,100 MADISON AVE SE
police,09/03/2026 18:14,2026-09-03T22:14:00Z,1788473640000,TAC,200 QUIGLEY BLVD SW
police,09/03/2026 18:17,2026-09-03T22:17:00Z,1788473820000,DISO,1400 E FULTON ST
fire,09/03/2026 18:27,2026-09-03T22:27:00Z,1788474420000,MED0,BUTTERWORTH ST SW / GARFIELD AVE SW
police,09/03/2026 18:27,2026-09-03T22:27:00Z,1788474420000,PI,BUTTERWORTH ST SW / GARFIELD AVE SW
police,09/03/2026 18:36,2026-09-03T22:36:00Z,1788474960000,THREAT,200 PALMER ST NE
police,09/03/2026 18:37,2026-09-03T22:37:00Z,1788475020000,PARKING,0 DIAMOND AVE NE
police,09/03/2026 18:42,2026-09-03T22:42:00Z,1788475320000,PDHR,CESAR E CHAVEZ AVE SW / BEACON ST SW
police,09/03/2026 18:45,2026-09-03T22:45:00Z,1788475500000,WARRANTA,200 JEFFERSON AVE SE
police,09/03/2026 18:45,2026-09-03T22:45:00Z,1788475500000,WELFARE,800 WORDEN ST SE
fire,09/03/2026 18:50,2026-09-03T22:50:00Z,1788475800000,MED1,500 HOWARD ST SE
fire,09/03/2026 18:53,2026-09-03T22:53:00Z,1788475980000,INVEST,1600 HERRICK AVE NE
